TREEID,ONSTREET,CROSSSTREE,CROSSSTR_1,TREECONDIT,DIAMETER,SPECIES,BOROUGH,ZIPCODE
3367,EAST    4 STREET,1 AVENUE,AVENUE A,1,5,UL,Manhattan,10009
3369,EAST    4 STREET,1 AVENUE,AVENUE A,1,10,UNK,Manhattan,10009
3371,EAST    4 STREET,1 AVENUE,AVENUE A,1,17,PLAC,Manhattan,10009
3373,EAST    4 STREET,1 AVENUE,AVENUE A,1,20,PLAC,Manhattan,10009
3375,EAST    4 STREET,1 AVENUE,AVENUE A,1,3,PYCA,Manhattan,10009
3377,AVENUE A,EAST    1 STREET,EAST    2 STREET,2,5,UNK,Manhattan,10009
3379,AVENUE A,EAST    2 STREET,EAST    3 STREET,1,7,UNK,Manhattan,10009
3381,AVENUE A,EAST    2 STREET,EAST    3 STREET,1,2,GIBI,Manhattan,10009
3370,EAST    4 STREET,1 AVENUE,AVENUE A,1,16,PLAC,Manhattan,10009
3372,EAST    4 STREET,1 AVENUE,AVENUE A,1,7,UNK,Manhattan,10009
3374,EAST    4 STREET,1 AVENUE,AVENUE A,1,3,PYCA,Manhattan,10009
3376,AVENUE A,EAST    1 STREET,EAST    2 STREET,2,24,QUPH,Manhattan,10009
3378,AVENUE A,EAST    2 STREET,EAST    3 STREET,2,7,UNK,Manhattan,10009
3380,AVENUE A,EAST    2 STREET,EAST    3 STREET,2,5,GLTR,Manhattan,10009
3382,AVENUE A,EAST    2 STREET,EAST    3 STREET,2,4,UNK,Manhattan,10009
3384,AVENUE A,EAST    3 STREET,EAST    4 STREET,2,6,GLTR,Manhattan,10009
3383,AVENUE A,EAST    2 STREET,EAST    3 STREET,2,11,TICO,Manhattan,10009
3385,AVENUE A,EAST    3 STREET,EAST    4 STREET,2,5,GLTR,Manhattan,10009
3386,AVENUE A,EAST    3 STREET,EAST    4 STREET,2,9,GIBI,Manhattan,10009
6681,EAST    3 STREET,BOWERY,2 AVENUE,2,5,PYCA,Manhattan,10003
6683,EAST    3 STREET,BOWERY,2 AVENUE,2,4,GLTR,Manhattan,10003
6685,EAST    3 STREET,BOWERY,2 AVENUE,1,3,GIBI,Manhattan,10003
6687,EAST    3 STREET,BOWERY,2 AVENUE,4,2,,Manhattan,10003
6689,EAST    3 STREET,BOWERY,2 AVENUE,2,4,PYCA,Manhattan,10003
6691,EAST    3 STREET,BOWERY,2 AVENUE,2,4,ZESE,Manhattan,10003
6682,EAST    3 STREET,BOWERY,2 AVENUE,2,4,PYCA,Manhattan,10003
6684,EAST    3 STREET,BOWERY,2 AVENUE,1,4,GLTR,Manhattan,10003
6686,EAST    3 STREET,BOWERY,2 AVENUE,2,2,GLTR,Manhattan,10003
6688,EAST    3 STREET,BOWERY,2 AVENUE,2,9,GLTR,Manhattan,10003
6690,EAST    3 STREET,BOWERY,2 AVENUE,6,3,,Manhattan,10003
6692,EAST    3 STREET,BOWERY,2 AVENUE,2,5,ZESE,Manhattan,10003
6694,EAST    3 STREET,BOWERY,2 AVENUE,2,4,ZESE,Manhattan,10003
6696,EAST    3 STREET,2 AVENUE,1 AVENUE,1,6,GIBI,Manhattan,10003
6693,EAST    3 STREET,BOWERY,2 AVENUE,4,2,,Manhattan,10003
6695,EAST    3 STREET,2 AVENUE,1 AVENUE,2,10,GLTR,Manhattan,10003
6697,EAST    3 STREET,1 AVENUE,2 AVENUE,2,6,GLTR,Manhattan,10003
6699,EAST    3 STREET,1 AVENUE,2 AVENUE,1,12,PLAC,Manhattan,10003
6701,EAST    3 STREET,2 AVENUE,1 AVENUE,2,9,GLTR,Manhattan,10003
6722,EAST    3 STREET,1 AVENUE,2 AVENUE,1,7,GLTR,Manhattan,10003
6724,EAST    3 STREET,1 AVENUE,2 AVENUE,2,8,GLTR,Manhattan,10003
6726,EAST    3 STREET,1 AVENUE,2 AVENUE,2,9,PYCA,Manhattan,10003
6698,EAST    3 STREET,1 AVENUE,2 AVENUE,2,8,GLTR,Manhattan,10003
6700,EAST    3 STREET,1 AVENUE,2 AVENUE,2,7,GLTR,Manhattan,10003
6720,EAST    3 STREET,1 AVENUE,2 AVENUE,2,9,GLTR,Manhattan,10003
6723,EAST    3 STREET,1 AVENUE,2 AVENUE,2,8,GLTR,Manhattan,10003
6725,EAST    3 STREET,1 AVENUE,2 AVENUE,2,6,GLTR,Manhattan,10003
6727,EAST    3 STREET,1 AVENUE,2 AVENUE,3,6,PYCA,Manhattan,10003
6729,EAST    3 STREET,1 AVENUE,2 AVENUE,6,5,,Manhattan,10003
6731,EAST    3 STREET,1 AVENUE,2 AVENUE,2,2,GLTR,Manhattan,10003
6728,EAST    3 STREET,1 AVENUE,2 AVENUE,2,8,TICO,Manhattan,10003
6730,EAST    3 STREET,1 AVENUE,2 AVENUE,2,3,GLTR,Manhattan,10003
6732,EAST    3 STREET,1 AVENUE,2 AVENUE,2,2,GLTR,Manhattan,10003
6737,EAST    3 STREET,1 AVENUE,AVENUE A,1,3,PYCA,Manhattan,10009
15366,EAST    1 STREET,2 AVENUE,1 AVENUE,2,6,TICO,Manhattan,10003
15368,EAST    1 STREET,1 AVENUE,AVENUE A,2,9,FRPE,Manhattan,10009
15370,EAST    1 STREET,1 AVENUE,AVENUE A,2,9,ULAM,Manhattan,10009
15373,EAST    1 STREET,1 AVENUE,AVENUE A,2,11,PYCA,Manhattan,10009
15367,EAST    1 STREET,2 AVENUE,1 AVENUE,1,9,TICO,Manhattan,10003
15369,EAST    1 STREET,1 AVENUE,AVENUE A,2,6,QUPA,Manhattan,10009
15372,EAST    1 STREET,1 AVENUE,AVENUE A,2,10,ULAM,Manhattan,10009
15335,EAST    2 STREET,1 AVENUE,AVENUE A,2,15,GLTR,Manhattan,10009
15337,EAST    2 STREET,1 AVENUE,AVENUE A,2,15,ROPS,Manhattan,10009
15339,EAST    2 STREET,1 AVENUE,AVENUE A,2,15,ROPS,Manhattan,10009
15334,EAST    2 STREET,1 AVENUE,AVENUE A,2,10,ROPS,Manhattan,10009
15336,EAST    2 STREET,1 AVENUE,AVENUE A,3,18,GLTR,Manhattan,10009
15338,EAST    2 STREET,1 AVENUE,AVENUE A,2,12,ROPS,Manhattan,10009
15340,EAST    2 STREET,1 AVENUE,AVENUE A,2,15,ROPS,Manhattan,10009
15342,EAST    2 STREET,1 AVENUE,AVENUE A,1,16,GLTR,Manhattan,10009
15344,EAST    1 STREET,BOWERY,2 AVENUE,1,8,TICO,Manhattan,10003
15346,EAST    1 STREET,BOWERY,2 AVENUE,4,0,,Manhattan,10003
15348,EAST    1 STREET,2 AVENUE,1 AVENUE,2,7,TICO,Manhattan,10003
15341,EAST    2 STREET,1 AVENUE,AVENUE A,7,0,,Manhattan,10009
15343,EAST    2 STREET,1 AVENUE,AVENUE A,1,18,GLTR,Manhattan,10009
15374,EAST    1 STREET,1 AVENUE,AVENUE A,2,14,PYCA,Manhattan,10009
15376,EAST    1 STREET,1 AVENUE,AVENUE A,2,13,FRPE,Manhattan,10009
15375,EAST    1 STREET,1 AVENUE,AVENUE A,1,3,ZESE,Manhattan,10009
15378,EAST    1 STREET,1 AVENUE,AVENUE A,2,10,FRPE,Manhattan,10009
15407,EAST HOUSTON STREET,2 AVENUE,1 AVENUE,2,8,FRPE,Manhattan,10002
15409,EAST HOUSTON STREET,2 AVENUE,1 AVENUE,7,0,,Manhattan,10002
15408,EAST HOUSTON STREET,2 AVENUE,1 AVENUE,2,17,PLAC,Manhattan,10002
15410,EAST HOUSTON STREET,FORSYTH STREET,ELDRIDGE STREET,2,3,GLTR,Manhattan,10002
15412,EAST HOUSTON STREET,FORSYTH STREET,ELDRIDGE STREET,2,8,FRPE,Manhattan,10002
15414,EAST HOUSTON STREET,FORSYTH STREET,ELDRIDGE STREET,2,7,ROPS,Manhattan,10002
15416,EAST HOUSTON STREET,FORSYTH STREET,ELDRIDGE STREET,1,5,PYCA,Manhattan,10002
15418,EAST HOUSTON STREET,FORSYTH STREET,ELDRIDGE STREET,2,7,FRPE,Manhattan,10002
15411,EAST HOUSTON STREET,FORSYTH STREET,ELDRIDGE STREET,1,6,ROPS,Manhattan,10002
15413,EAST HOUSTON STREET,FORSYTH STREET,ELDRIDGE STREET,1,5,PYCA,Manhattan,10002
15415,EAST HOUSTON STREET,FORSYTH STREET,ELDRIDGE STREET,1,5,PYCA,Manhattan,10002
15417,EAST HOUSTON STREET,FORSYTH STREET,ELDRIDGE STREET,1,6,ROPS,Manhattan,10002
15419,EAST HOUSTON STREET,FORSYTH STREET,ELDRIDGE STREET,1,4,ROPS,Manhattan,10002
15421,EAST HOUSTON STREET,ORCHARD STREET,LUDLOW STREET,1,5,ZESE,Manhattan,10002
15425,EAST HOUSTON STREET,ORCHARD STREET,LUDLOW STREET,2,12,FRPE,Manhattan,10002
15428,EAST HOUSTON STREET,ORCHARD STREET,LUDLOW STREET,1,5,PYCA,Manhattan,10002
15420,EAST HOUSTON STREET,ORCHARD STREET,LUDLOW STREET,2,6,FRPE,Manhattan,10002
15424,EAST HOUSTON STREET,ORCHARD STREET,LUDLOW STREET,2,11,FRPE,Manhattan,10002
15427,EAST HOUSTON STREET,ORCHARD STREET,LUDLOW STREET,1,12,PLAC,Manhattan,10002
15429,EAST HOUSTON STREET,ORCHARD STREET,LUDLOW STREET,2,10,FRPE,Manhattan,10002
15432,EAST HOUSTON STREET,ORCHARD STREET,LUDLOW STREET,1,5,PYCA,Manhattan,10002
15434,EAST HOUSTON STREET,ORCHARD STREET,LUDLOW STREET,1,6,PLAC,Manhattan,10002
15437,ESSEX STREET,EAST HOUSTON STREET,STANTON STREET,2,15,QUPA,Manhattan,10002
15440,ESSEX STREET,EAST HOUSTON STREET,STANTON STREET,2,13,QUPA,Manhattan,10002
15430,EAST HOUSTON STREET,ORCHARD STREET,LUDLOW STREET,1,11,PLAC,Manhattan,10002
15433,EAST HOUSTON STREET,ORCHARD STREET,LUDLOW STREET,1,6,PLAC,Manhattan,10002
15436,EAST HOUSTON STREET,LUDLOW STREET,ESSEX STREET,2,10,GIBI,Manhattan,10002
15439,ESSEX STREET,EAST HOUSTON STREET,STANTON STREET,2,13,QUPA,Manhattan,10002
15441,ESSEX STREET,EAST HOUSTON STREET,STANTON STREET,2,17,QUPA,Manhattan,10002
15444,ESSEX STREET,EAST HOUSTON STREET,STANTON STREET,2,16,QUPA,Manhattan,10002
15446,ESSEX STREET,EAST HOUSTON STREET,STANTON STREET,1,14,QUPA,Manhattan,10002
15448,ESSEX STREET,STANTON STREET,RIVINGTON STREET,2,2,ZESE,Manhattan,10002
15442,ESSEX STREET,EAST HOUSTON STREET,STANTON STREET,2,16,QUPA,Manhattan,10002
15445,ESSEX STREET,EAST HOUSTON STREET,STANTON STREET,2,19,QUPA,Manhattan,10002
15447,ESSEX STREET,STANTON STREET,RIVINGTON STREET,2,2,ZESE,Manhattan,10002
15449,ESSEX STREET,STANTON STREET,RIVINGTON STREET,2,8,FRPE,Manhattan,10002
15451,ESSEX STREET,STANTON STREET,RIVINGTON STREET,2,6,FRPE,Manhattan,10002
15453,ESSEX STREET,STANTON STREET,RIVINGTON STREET,1,8,FRPE,Manhattan,10002
15456,ESSEX STREET,STANTON STREET,RIVINGTON STREET,2,8,FRPE,Manhattan,10002
15458,ESSEX STREET,STANTON STREET,RIVINGTON STREET,2,8,FRPE,Manhattan,10002
15450,ESSEX STREET,STANTON STREET,RIVINGTON STREET,1,9,FRPE,Manhattan,10002
15452,ESSEX STREET,STANTON STREET,RIVINGTON STREET,2,6,FRPE,Manhattan,10002
15455,ESSEX STREET,STANTON STREET,RIVINGTON STREET,1,3,ZESE,Manhattan,10002
15457,ESSEX STREET,STANTON STREET,RIVINGTON STREET,2,7,FRPE,Manhattan,10002
15460,ESSEX STREET,STANTON STREET,RIVINGTON STREET,2,7,GLTR,Manhattan,10002
15513,PITT STREET,GRAND STREET,BROOME STREET,2,11,PYCA,Manhattan,10002
15518,PITT STREET,GRAND STREET,BROOME STREET,2,9,PYCA,Manhattan,10002
15524,PITT STREET,GRAND STREET,BROOME STREET,2,9,PYCA,Manhattan,10002
15510,PITT STREET,GRAND STREET,BROOME STREET,2,13,GLTR,Manhattan,10002
15516,PITT STREET,GRAND STREET,BROOME STREET,2,15,GLTR,Manhattan,10002
15522,PITT STREET,GRAND STREET,BROOME STREET,2,14,PYCA,Manhattan,10002
15528,PITT STREET,GRAND STREET,BROOME STREET,2,5,UNK,Manhattan,10002
15531,PITT STREET,GRAND STREET,BROOME STREET,2,18,UNK,Manhattan,10002
15534,PITT STREET,GRAND STREET,BROOME STREET,2,8,PYCA,Manhattan,10002
15529,PITT STREET,GRAND STREET,BROOME STREET,6,0,,Manhattan,10002
15549,PITT STREET,GRAND STREET,BROOME STREET,2,8,ACPL,Manhattan,10002
15556,PITT STREET,GRAND STREET,BROOME STREET,1,8,GIBI,Manhattan,10002
15551,PITT STREET,GRAND STREET,BROOME STREET,2,8,ACPL,Manhattan,10002
15553,PITT STREET,GRAND STREET,BROOME STREET,1,7,ULAM,Manhattan,10002
15555,PITT STREET,GRAND STREET,BROOME STREET,2,9,GIBI,Manhattan,10002
15557,PITT STREET,GRAND STREET,BROOME STREET,2,5,GIBI,Manhattan,10002
23280,4 AVENUE,EAST   12 STREET,EAST   11 STREET,1,8,GLTR,Manhattan,10003
23285,4 AVENUE,EAST   12 STREET,EAST   11 STREET,2,10,GLTR,Manhattan,10003
23321,4 AVENUE,EAST   10 STREET,EAST   11 STREET,1,6,ZESE,Manhattan,10003
23278,4 AVENUE,EAST   12 STREET,EAST   11 STREET,2,3,GLTR,Manhattan,10003
23283,4 AVENUE,EAST   12 STREET,EAST   11 STREET,2,8,GLTR,Manhattan,10003
23323,4 AVENUE,EAST   10 STREET,EAST   11 STREET,1,4,ZESE,Manhattan,10003
23358,EAST    9 STREET,4 AVENUE,3 AVENUE,2,6,ACPL,Manhattan,10003
23361,EAST    9 STREET,4 AVENUE,3 AVENUE,2,10,GLTR,Manhattan,10003
23357,EAST    9 STREET,4 AVENUE,3 AVENUE,2,12,PYCA,Manhattan,10003
23360,EAST    9 STREET,4 AVENUE,3 AVENUE,1,11,GLTR,Manhattan,10003
23362,EAST    9 STREET,4 AVENUE,3 AVENUE,4,6,,Manhattan,10003
23365,EAST    9 STREET,4 AVENUE,3 AVENUE,2,8,PLAC,Manhattan,10003
23367,EAST    9 STREET,4 AVENUE,3 AVENUE,2,5,GLTR,Manhattan,10003
23370,EAST    9 STREET,4 AVENUE,3 AVENUE,1,3,GLTR,Manhattan,10003
23372,EAST    9 STREET,4 AVENUE,3 AVENUE,2,6,GLTR,Manhattan,10003
24198,AVENUE C,EAST    7 STREET,EAST    8 STREET,2,13,GIBI,Manhattan,10009
24204,AVENUE C,EAST   11 STREET,EAST   12 STREET,2,2,PYCA,Manhattan,10009
24210,AVENUE C,EAST   13 STREET,EAST   14 STREET,2,8,ACPL,Manhattan,10009
24215,AVENUE C,EAST   13 STREET,EAST   14 STREET,2,7,ACPL,Manhattan,10009
24225,AVENUE C,EAST    9 STREET,EAST   10 STREET,2,9,GIBI,Manhattan,10009
24229,AVENUE C,EAST    9 STREET,EAST   10 STREET,2,12,GLTR,Manhattan,10009
24202,AVENUE C,EAST   11 STREET,EAST   12 STREET,2,4,ACPL,Manhattan,10009
24207,AVENUE C,EAST   11 STREET,EAST   12 STREET,2,9,PLAC,Manhattan,10009
24212,AVENUE C,EAST   13 STREET,EAST   14 STREET,2,6,GLTR,Manhattan,10009
24216,AVENUE C,EAST   13 STREET,EAST   14 STREET,2,8,ACPL,Manhattan,10009
24227,AVENUE C,EAST    9 STREET,EAST   10 STREET,2,14,GLTR,Manhattan,10009
24232,AVENUE C,EAST    8 STREET,EAST    9 STREET,2,2,ZESE,Manhattan,10009
24235,AVENUE C,EAST    8 STREET,EAST    9 STREET,2,10,GLTR,Manhattan,10009
24246,AVENUE C,EAST   11 STREET,EAST   12 STREET,2,6,GIBI,Manhattan,10009
24234,AVENUE C,EAST    8 STREET,EAST    9 STREET,2,3,ZESE,Manhattan,10009
24237,AVENUE C,EAST    8 STREET,EAST    9 STREET,2,7,GLTR,Manhattan,10009
24248,AVENUE C,EAST   10 STREET,EAST   11 STREET,2,7,GLTR,Manhattan,10009
24252,AVENUE C,EAST    9 STREET,EAST   10 STREET,2,8,GIBI,Manhattan,10009
24254,AVENUE C,EAST    8 STREET,EAST    9 STREET,2,7,ZESE,Manhattan,10009
24258,AVENUE C,EAST    8 STREET,EAST    9 STREET,2,14,GLTR,Manhattan,10009
24262,AVENUE C,EAST    7 STREET,EAST    8 STREET,2,8,PYCA,Manhattan,10009
24266,AVENUE C,EAST   13 STREET,EAST   14 STREET,2,10,AC,Manhattan,10009
24250,AVENUE C,EAST    9 STREET,EAST   10 STREET,2,6,GLTR,Manhattan,10009
24253,AVENUE C,EAST    9 STREET,EAST   10 STREET,2,2,UNK,Manhattan,10009
24256,AVENUE C,EAST    8 STREET,EAST    9 STREET,2,5,ZESE,Manhattan,10009
24260,AVENUE C,EAST    7 STREET,EAST    8 STREET,2,16,PYCA,Manhattan,10009
24264,AVENUE C,EAST    7 STREET,EAST    8 STREET,3,2,PYCA,Manhattan,10009
24268,AVENUE C,EAST   13 STREET,EAST   14 STREET,2,10,AC,Manhattan,10009
24271,AVENUE C,EAST   12 STREET,EAST   13 STREET,2,5,QU,Manhattan,10009
24270,AVENUE C,EAST   12 STREET,EAST   13 STREET,2,8,TI,Manhattan,10009
24273,AVENUE C,EAST   12 STREET,EAST   13 STREET,2,13,ROPS,Manhattan,10009
933,11 AVENUE,WEST   48 STREET,WEST   49 STREET,2,5,GLTR,Manhattan,10019
935,WEST   48 STREET,10 AVENUE,11 AVENUE,2,6,GLTR,Manhattan,10036
937,WEST   58 STREET,10 AVENUE,11 AVENUE,7,0,,Manhattan,10019
934,WEST   48 STREET,10 AVENUE,11 AVENUE,2,9,GLTR,Manhattan,10036
936,WEST   48 STREET,10 AVENUE,11 AVENUE,3,12,GLTR,Manhattan,10036
939,WEST   58 STREET,10 AVENUE,11 AVENUE,2,9,TICO,Manhattan,10019
941,WEST   58 STREET,10 AVENUE,11 AVENUE,2,9,TICO,Manhattan,10019
952,WEST   58 STREET,10 AVENUE,11 AVENUE,2,11,TICO,Manhattan,10019
954,WEST   58 STREET,10 AVENUE,11 AVENUE,2,9,TICO,Manhattan,10019
956,WEST   58 STREET,10 AVENUE,11 AVENUE,2,9,TICO,Manhattan,10019
953,WEST   58 STREET,10 AVENUE,11 AVENUE,2,9,TICO,Manhattan,10019
955,WEST   58 STREET,10 AVENUE,11 AVENUE,2,9,TICO,Manhattan,10019
957,WEST   58 STREET,10 AVENUE,11 AVENUE,2,8,TICO,Manhattan,10019
3083,WEST   58 STREET,11 AVENUE,MILLER HIGHWAY,2,9,GIBI,Manhattan,10019
3085,WEST   57 STREET,11 AVENUE,MILLER HIGHWAY,3,5,GLTR,Manhattan,10019
3087,WEST   57 STREET,10 AVENUE,11 AVENUE,2,11,GIBI,Manhattan,10019
3089,WEST   57 STREET,10 AVENUE,11 AVENUE,2,5,TIAM,Manhattan,10019
3091,WEST   57 STREET,10 AVENUE,11 AVENUE,2,5,TIAM,Manhattan,10019
3093,WEST   57 STREET,10 AVENUE,11 AVENUE,2,5,TICO,Manhattan,10019
3071,WEST   58 STREET,11 AVENUE,MILLER HIGHWAY,3,6,GIBI,Manhattan,10019
3075,WEST   58 STREET,11 AVENUE,MILLER HIGHWAY,2,6,GIBI,Manhattan,10019
3077,WEST   58 STREET,11 AVENUE,MILLER HIGHWAY,2,8,GIBI,Manhattan,10019
3079,WEST   58 STREET,11 AVENUE,MILLER HIGHWAY,2,8,GIBI,Manhattan,10019
3074,WEST   58 STREET,11 AVENUE,MILLER HIGHWAY,4,0,,Manhattan,10019
3076,WEST   58 STREET,11 AVENUE,MILLER HIGHWAY,2,8,GIBI,Manhattan,10019
3078,WEST   58 STREET,11 AVENUE,MILLER HIGHWAY,2,8,GIBI,Manhattan,10019
3080,WEST   58 STREET,11 AVENUE,MILLER HIGHWAY,2,7,GIBI,Manhattan,10019
3082,WEST   58 STREET,11 AVENUE,MILLER HIGHWAY,2,8,GIBI,Manhattan,10019
3081,WEST   58 STREET,11 AVENUE,MILLER HIGHWAY,2,7,GIBI,Manhattan,10019
3095,WEST   57 STREET,10 AVENUE,11 AVENUE,3,8,GIBI,Manhattan,10019
3084,WEST   58 STREET,11 AVENUE,MILLER HIGHWAY,2,7,GIBI,Manhattan,10019
3086,WEST   57 STREET,10 AVENUE,11 AVENUE,3,8,GLTR,Manhattan,10019
3088,WEST   57 STREET,10 AVENUE,11 AVENUE,3,4,CEOC,Manhattan,10019
3090,WEST   57 STREET,10 AVENUE,11 AVENUE,2,5,TIAM,Manhattan,10019
3092,WEST   57 STREET,10 AVENUE,11 AVENUE,2,4,TIAM,Manhattan,10019
3094,WEST   57 STREET,10 AVENUE,11 AVENUE,2,5,TICO,Manhattan,10019
3096,WEST   57 STREET,10 AVENUE,11 AVENUE,3,9,GIBI,Manhattan,10019
3098,WEST   57 STREET,10 AVENUE,11 AVENUE,2,4,TIAM,Manhattan,10019
3097,WEST   57 STREET,10 AVENUE,11 AVENUE,3,9,GIBI,Manhattan,10019
3099,WEST   57 STREET,10 AVENUE,11 AVENUE,2,7,GIBI,Manhattan,10019
3101,WEST   57 STREET,10 AVENUE,11 AVENUE,2,9,GIBI,Manhattan,10019
3103,WEST   57 STREET,10 AVENUE,11 AVENUE,2,5,TICO,Manhattan,10019
3105,WEST   57 STREET,10 AVENUE,11 AVENUE,3,4,QUPA,Manhattan,10019
3107,WEST   57 STREET,10 AVENUE,11 AVENUE,2,4,QUPA,Manhattan,10019
3109,WEST   57 STREET,10 AVENUE,11 AVENUE,2,4,ACSA1,Manhattan,10019
3111,WEST   57 STREET,10 AVENUE,11 AVENUE,1,12,GLTR,Manhattan,10019
3100,WEST   57 STREET,10 AVENUE,11 AVENUE,2,9,GIBI,Manhattan,10019
3102,WEST   57 STREET,10 AVENUE,11 AVENUE,2,8,GIBI,Manhattan,10019
3104,WEST   57 STREET,10 AVENUE,11 AVENUE,2,4,QUPA,Manhattan,10019
3106,WEST   57 STREET,10 AVENUE,11 AVENUE,3,4,QUPA,Manhattan,10019
3108,WEST   57 STREET,10 AVENUE,11 AVENUE,2,4,ACSA1,Manhattan,10019
3110,WEST   57 STREET,10 AVENUE,11 AVENUE,3,6,TIAM,Manhattan,10019
3113,WEST   57 STREET,10 AVENUE,11 AVENUE,1,12,GLTR,Manhattan,10019
3115,WEST   57 STREET,10 AVENUE,11 AVENUE,1,10,GLTR,Manhattan,10019
3118,WEST   57 STREET,10 AVENUE,11 AVENUE,1,12,GLTR,Manhattan,10019
7094,WEST   47 STREET,10 AVENUE,11 AVENUE,3,5,TIAM,Manhattan,10036
7101,WEST   19 STREET,10 AVENUE,11 AVENUE,2,11,STJA2,Manhattan,10011
7106,WEST   19 STREET,10 AVENUE,11 AVENUE,2,8,GLTR,Manhattan,10011
7115,WEST   19 STREET,10 AVENUE,11 AVENUE,2,7,GIBI,Manhattan,10011
7122,WEST   22 STREET,10 AVENUE,11 AVENUE,3,8,PLAC,Manhattan,10011
7098,WEST   48 STREET,10 AVENUE,11 AVENUE,1,3,ZESE,Manhattan,10036
7104,WEST   19 STREET,10 AVENUE,11 AVENUE,2,5,STJA2,Manhattan,10011
7111,WEST   19 STREET,10 AVENUE,11 AVENUE,2,7,TITO,Manhattan,10011
7118,WEST   22 STREET,10 AVENUE,11 AVENUE,2,6,GLTR,Manhattan,10011
7124,WEST   22 STREET,10 AVENUE,11 AVENUE,2,10,QUPA,Manhattan,10011
7128,WEST   22 STREET,10 AVENUE,11 AVENUE,2,6,TICO,Manhattan,10011
7134,WEST   22 STREET,10 AVENUE,11 AVENUE,1,3,TICO,Manhattan,10011
7126,WEST   22 STREET,10 AVENUE,11 AVENUE,2,11,PYCA,Manhattan,10011
7131,WEST   22 STREET,10 AVENUE,11 AVENUE,1,8,GIBI,Manhattan,10011
6556,WEST   47 STREET,10 AVENUE,11 AVENUE,2,3,GLTR,Manhattan,10036
6558,WEST   47 STREET,10 AVENUE,11 AVENUE,1,4,GLTR,Manhattan,10036
6560,WEST   47 STREET,10 AVENUE,11 AVENUE,2,12,GLTR,Manhattan,10036
6557,WEST   47 STREET,10 AVENUE,11 AVENUE,2,3,GLTR,Manhattan,10036
6559,WEST   47 STREET,10 AVENUE,11 AVENUE,2,9,GLTR,Manhattan,10036
6521,WEST   48 STREET,10 AVENUE,11 AVENUE,3,3,ZESE,Manhattan,10036
6523,WEST   48 STREET,10 AVENUE,11 AVENUE,2,9,GLTR,Manhattan,10036
6525,WEST   48 STREET,10 AVENUE,11 AVENUE,3,4,TIAM,Manhattan,10036
6527,WEST   48 STREET,10 AVENUE,11 AVENUE,3,3,TIAM,Manhattan,10036
6529,WEST   48 STREET,10 AVENUE,11 AVENUE,7,0,,Manhattan,10036
6522,WEST   48 STREET,10 AVENUE,11 AVENUE,2,9,GLTR,Manhattan,10036
6524,WEST   48 STREET,10 AVENUE,11 AVENUE,2,10,GLTR,Manhattan,10036
6526,WEST   48 STREET,10 AVENUE,11 AVENUE,3,3,TIAM,Manhattan,10036
6528,WEST   48 STREET,10 AVENUE,11 AVENUE,2,3,TIAM,Manhattan,10036
6530,WEST   48 STREET,10 AVENUE,11 AVENUE,3,6,PYCA,Manhattan,10036
6532,WEST   48 STREET,10 AVENUE,11 AVENUE,3,8,PYCA,Manhattan,10036
6534,WEST   47 STREET,10 AVENUE,11 AVENUE,2,5,GLTR,Manhattan,10036
6531,WEST   48 STREET,10 AVENUE,11 AVENUE,3,5,PYCA,Manhattan,10036
6533,WEST   48 STREET,10 AVENUE,11 AVENUE,3,7,PYCA,Manhattan,10036
6535,WEST   47 STREET,10 AVENUE,11 AVENUE,2,7,GLTR,Manhattan,10036
6537,WEST   47 STREET,10 AVENUE,11 AVENUE,4,5,,Manhattan,10036
6539,WEST   47 STREET,10 AVENUE,11 AVENUE,2,3,QUPA,Manhattan,10036
7144,WEST   22 STREET,10 AVENUE,11 AVENUE,1,4,ZESE,Manhattan,10011
7148,WEST   22 STREET,10 AVENUE,11 AVENUE,2,6,GLTR,Manhattan,10011
7153,WEST   22 STREET,10 AVENUE,11 AVENUE,3,6,GLTR,Manhattan,10011
7158,WEST   22 STREET,10 AVENUE,11 AVENUE,2,11,TICO,Manhattan,10011
7163,WEST   22 STREET,10 AVENUE,11 AVENUE,3,5,QUPA,Manhattan,10011
7167,WEST   22 STREET,10 AVENUE,11 AVENUE,2,4,QUPA,Manhattan,10011
7171,WEST   22 STREET,10 AVENUE,11 AVENUE,2,4,QUPA,Manhattan,10011
7164,WEST   22 STREET,10 AVENUE,11 AVENUE,2,4,QUPA,Manhattan,10011
7169,WEST   22 STREET,10 AVENUE,11 AVENUE,3,5,QUPA,Manhattan,10011
7172,WEST   22 STREET,10 AVENUE,11 AVENUE,2,5,QUPA,Manhattan,10011
7177,WEST   22 STREET,10 AVENUE,11 AVENUE,1,5,FRPE,Manhattan,10011
7179,WEST   22 STREET,10 AVENUE,11 AVENUE,1,4,QUPA,Manhattan,10011
7182,WEST   22 STREET,10 AVENUE,11 AVENUE,2,6,QUPA,Manhattan,10011
7185,WEST   22 STREET,10 AVENUE,11 AVENUE,2,5,GLTR,Manhattan,10011
7188,10 AVENUE,WEST   21 STREET,WEST   22 STREET,2,11,GLTR,Manhattan,10011
7174,WEST   22 STREET,10 AVENUE,11 AVENUE,2,6,FRPE,Manhattan,10011
7178,WEST   22 STREET,10 AVENUE,11 AVENUE,1,5,FRPE,Manhattan,10011
7180,WEST   22 STREET,10 AVENUE,11 AVENUE,1,7,ZESE,Manhattan,10011
